Posting ID	Sponsor	Study Title	Medicine or Vaccine (generic name)	Sponsor Identification Number	Medical Condition	Phase	Link to Sponsor Study Registry	Link to study details on ClinicalTrials.gov (if available)	Link to study details on EudraCT (if available)	Analysis-ready dataset	Annotated case report form	Clinical study report	Dataset specifications	Protocol with any amendments	Raw dataset	Reporting and analysis plan	Additional Information about the data and documents available for this study	Date Added to this Site	CUI_umls	preferred_umls_name	semantic_type	high_confidence
3649	GSK	LPL100601, A Clinical Outcomes Study of Darapladib versus Placebo in Subjects with Chronic Coronary Heart Disease to Compare the Incidence of Major Adverse Cardiovascular Events (MACE)	darapladib	LPL100601	Atherosclerosis	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=100601	http://clinicaltrials.gov/show/NCT00799903	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-005575-96	Y	Y	Y	Y	Y	Y	Y	There is a Publication Steering Committee for this study.	1-Sep-2015	C2348075	darapladib	Pharmacologic Substance	True
3650	GSK	A Clinical Outcomes Study of Darapladib versus Placebo in Subjects Following Acute Coronary Syndrome to Compare the Incidence of Major Adverse Cardiovascular Events (MACE).	darapladib	480848/033	acute coronary syndrome	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=480848/033	http://clinicaltrials.gov/show/NCT01000727	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-012581-32	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided. There is a Publication Steering Committee for this study.	1-Sep-2015	C2348075	darapladib	Pharmacologic Substance	True
3651	GSK	An open-label, single-sequence study to evaluate the potential CYP 3A4 pharmacokinetic interaction of Darapladib (SB-480848) in healthy subjects	darapladib	LPL115678	Atherosclerosis	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115678	http://clinicaltrials.gov/show/NCT01873339		Y	Y	Y	Y	Y	Y	Y		1-Sep-2015	C2348075	darapladib	Pharmacologic Substance	True
3652	GSK	A Study to Evaluate the Effect of a High Fiber and a High Fat Meal on the Pharmacokinetics of LANOXIN† (digoxin) Elixir Pediatric in Healthy Adults	digoxin	120008/901	Heart failure, Congestive	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=120008/901			N	N	Y	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated and blank case report form are not available for this study as the electronic data capture system used for this study did not generate paper versions. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2015	C0012265	digoxin	Organic Chemical|Pharmacologic Substance	True
3653	GSK	An Open Label Study in Healthy Volunteers to Investigate the Effect of Ketoconazole on the Pharmacokinetics of GSK239512	GSK239512	H3M117016	Multiple Sclerosis	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=117016	http://clinicaltrials.gov/show/NCT01802931		Y	Y	Y	Y	Y	Y	Y		1-Sep-2015	C3712181	GSK239512	Organic Chemical|Pharmacologic Substance	True
3655	GSK	An open study to evaluate the immunogenicity, safety and reactogenicity of GlaxoSmithKline Biologicals' commercially available combined hepatitis A / hepatitis B vaccine (TWINRIX ADULT) containing 720 ELISA units of hepatitis A antigen and 20 µg of hepatitis B surface antigen, administered following a two-dose (0, 6 months) schedule in healthy children between the ages of 1 and 11 years	twinrix	100565	Hepatitis A; Hepatitis B	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=100565		https://www.clinicaltrialsregister.eu/ctr-search/search?query=2015-001516-35	Y	Y	Y	Y	Y	Y	Y	This is a Year 10 follow-up study to 208127/076. Other follow-up studies 208127/111 (Year 3), 208127/112 (Year 4), 208127/113 (Year 5), 100561 (Year 6), 100562 (Year 7), 100563 (Year 8), 100564 (Year 9) to 208127/076 were conducted. The results of this study 100565 are summarised with studies 208127/111, 208127/112, 208127/113, 100561, 100562, 100563 and 100564 on the GSK Study Register. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2015	C0593953	Twinrix	Pharmacologic Substance|Immunologic Factor	True
3663	GSK	An Open Label Study of the Pharmacokinetics of Lamivudine (GR109714X) in Subjects Receiving Peritoneal Dialysis in Endstage Renal Failure	lamivudine	NUC10901	Hepatitis B	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=NUC10901			N	N	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2015	C0209738	lamivudine	Nucleic Acid, Nucleoside, or Nucleotide|Pharmacologic Substance	True
3664	GSK	A Multicentre, Double-blind, Randomised, Placebo-controlled Pilot Study to Evaluate the Effect of Lamivudine on Serum HDV RNA in Subjects Co-infected with Hepatitis B and Delta Virus	lamivudine	NUC20905	Hepatitis B	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=NUC20905			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2015	C0209738	lamivudine	Nucleic Acid, Nucleoside, or Nucleotide|Pharmacologic Substance	True
3665	GSK	A multicentre, randomised, double-blind, placebo-controlled study to evaluate the efficacy and tolerability of recombinant HBV vaccine and hepatitis B immunoglobulin (HBIg) plus lamivudine versus recombinant HBV vaccine and HBlg plus placebo for the prevention of mother-to-child transmission of HBV.	lamivudine	NUC30914	Hepatitis B	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=NUC30914			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2015	C0209738	lamivudine	Nucleic Acid, Nucleoside, or Nucleotide|Pharmacologic Substance	True
3666	GSK	A Double-Blind, Placebo-Controlled Study Of Lamivudine In Subjects In China With Chronic Hepatitis B Infection Followed By Long-Term (5 Years) Lamivudine Treatment	lamivudine	NUCB3026	Hepatitis B, Chronic	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=NUCB3026			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2015	C0209738	lamivudine	Nucleic Acid, Nucleoside, or Nucleotide|Pharmacologic Substance	True
3667	GSK	A Follow-On Study to Determine the Safety and Efficacy of Long-Term Lamivudine Treatment in Patients with Chronic Hepatitis B Infection (5 Year Treatment Plus 6 Months Off-treatment Follow-Up)	lamivudine	NUCB3018	Hepatitis B, Chronic	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=NUCB3018			N	Y	Y	Y	Y	Y	N	This is a follow-up study to NUCB3009. An analysis-ready dataset and a reporting and analysis plan are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2015	C0209738	lamivudine	Nucleic Acid, Nucleoside, or Nucleotide|Pharmacologic Substance	True
3668	GSK	An Extended, Stratified Follow-on Study In Paediatric Subjects With Chronic Hepatitis B Who Have Completed Previous Lamivudine Studies	lamivudine	NUC30926	Hepatitis B, Chronic	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=NUC30926			N	Y	Y	Y	Y	Y	Y	A follow-on study NUC40040 was conducted. An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2015	C0209738	lamivudine	Nucleic Acid, Nucleoside, or Nucleotide|Pharmacologic Substance	True
3671	GSK	A multicenter, trial comparing the efficacy and safety of Umeclidinium/Vilanterol 62.5/25 mcg once daily with Tiotropium 18 mcg once daily over 24 weeks in subjects with Chronic Obstructive Pulmonary Disease (COPD).	umeclidinium bromide/vilanterol	ZEP117115	Pulmonary Disease, Chronic Obstructive	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=117115	http://clinicaltrials.gov/show/NCT01777334	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-003973-24	Y	Y	Y	Y	Y	Y	Y		1-Sep-2015	C3709474;C2935023	umeclidinium bromide;vilanterol	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
3672	GSK	A Randomized, Open Label, 3 Crossover, Balanced Incomplete Block Study To Evaluate The Pharmacokinetics Of Umeclidinium Bromide and Vilanterol Trifenatate as Monotherapies and Concurrently in Healthy Chinese Subjects.	umeclidinium bromide; vilanterol; umeclidinium bromide/vilanterol	DB2115380	Pulmonary Disease, Chronic Obstructive	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115380	http://clinicaltrials.gov/show/NCT01899638		Y	Y	Y	Y	Y	Y	Y		1-Sep-2015	C3709474;C2935023;C3700388	umeclidinium bromide;vilanterol;vilanterol and umeclidinium bromide	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance;Pharmacologic Substance	True;True;True
3675	GSK	Single and Repeat Dose Pharmacokinetic Study of GSK1605786 in Healthy Chinese Subjects	vercirnon	CCX116416	Crohn's Disease	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=116416	http://clinicaltrials.gov/show/NCT01827631		Y	Y	Y	Y	Y	Y	Y		1-Sep-2015	C3713948	Vercirnon	Organic Chemical|Pharmacologic Substance	True
3690	Eisai	An Open Label Phase I Dose Escalation Study of E7080 Administered to Patients With Solid Tumors	lenvatinib	E7080-J081-103	Solid Tumors	Phase 1		https://clinicaltrials.gov/ct2/show/NCT00280397		N	Y	Y	Y	Y	Y	Y	Analysis and reporting datasets are not CDISC compliant and contain labelling in English and Japanese. Note: Japan is the only country participating in this study.	1-Sep-2015	C2986924	lenvatinib	Organic Chemical|Pharmacologic Substance	True
3691	Eisai	A Phase 1 Study of E7080 in Subjects With Solid Tumor	lenvatinib	E7080-J081-105	Cancer	Phase 1		https://clinicaltrials.gov/ct2/show/NCT01268293		Y	Y	Y	Y	Y	Y	Y	Can only share aggregated data due to risk of re-identification. Note: Japan is the only country participating in this study.	1-Sep-2015	C2986924	lenvatinib	Organic Chemical|Pharmacologic Substance	True
3701	GSK	Clinical assessment of GSK716155 for Type 2 Diabetes Mellitus-A Phase I/II study to investigate the safety, pharmacokinetics and pharmacodynamics of GSK716155 in Japanese subjects with type 2 diabetes mellitus	albiglutide	GLP107865	Diabetes Mellitus, Type 2	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=GLP107865	http://clinicaltrials.gov/show/NCT00530309		Y	Y	Y	Y	Y	Y	Y		1-Oct-2015	C2607479	albiglutide	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Biologically Active Substance	True
3702	GSK	A Dose Finding Study of GSK716155 versus Placebo in the Treatment of Type 2 Diabetes Mellitus	albiglutide	GLP110932	Diabetes Mellitus, Type 2	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=110932	http://clinicaltrials.gov/show/NCT01098461		Y	Y	Y	Y	Y	Y	Y		1-Oct-2015	C2607479	albiglutide	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Biologically Active Substance	True
3703	GSK	A Study to Evaluate the Pharmacokinetics of Benzoic Acid and Hippuric Acid after Topical Administration of GSK2585823 in Japanese Subjects with Acne Vulgaris	benzoyl peroxide/clindamycin	STF115959	Acne Vulgaris	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115959	http://clinicaltrials.gov/show/NCT01527123		Y	Y	Y	Y	N	Y	Y	A protocol is not available for this study because an English language version was not created.	1-Oct-2015	C0005088;C0008947	benzoyl peroxide;clindamycin	Organic Chemical|Pharmacologic Substance;Organic Chemical|Antibiotic	True;True
3704	GSK	Dermal Safety Study of GSK2585823 (Clindamycin 1%-Benzoyl peroxide 3% gel) with Healthy Japanese Male and Female Subjects	benzoyl peroxide/clindamycin phosphate	STF114849	Acne Vulgaris	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=114849	http://clinicaltrials.gov/show/NCT01428466		Y	Y	N	Y	N	Y	Y	A protocol is not available for this study because an English language version was not created.	1-Oct-2015	C0005088;C0055881	benzoyl peroxide;clindamycin phosphate	Organic Chemical|Pharmacologic Substance;Organic Chemical|Antibiotic	True;True
3705	GSK	Study AK1113351, a fixed dose study of 323U66 SR in the treatment of Major Depressive Disorder (MDD) - a multi-center, placebo-controlled, randomized, double-blind, parallel-comparison study	bupropion	AK1113351	Depressive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=113351	http://clinicaltrials.gov/show/NCT01138007		Y	Y	Y	Y	Y	Y	N	A reporting and analysis plan is not available for this study.	1-Oct-2015	C0085208	bupropion	Organic Chemical|Pharmacologic Substance	True
3706	GSK	A study to evaluate the safety and tolerability of SK&F-105517-D in patients with chronic heart failure  - An open-label study to evaluate the safety and tolerability, pharmacokinetics and pharmacodynamics of SK&F-105517-D in patients with chronic heart failure (Phase I/II study)	carvedilol	CRV110734	Heart failure, Congestive	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=CRV110734	http://clinicaltrials.gov/show/NCT00742508		Y	Y	N	Y	Y	Y	Y	A clinical study report is not available for this study because an English language version was not created.	1-Oct-2015	C0054836	carvedilol	Organic Chemical|Pharmacologic Substance	True
3711	GSK	Study FFR116364, a double-blind, placebo-controlled study of GW685698X in paediatric subjects with perennial allergic rhinitis	fluticasone furoate	FFR116364	Rhinitis, Allergic, Perennial	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=116364	http://clinicaltrials.gov/show/NCT01630135		Y	Y	N	Y	Y	Y	Y	A clinical study report is not available for this study because English language versions were not created.	1-Oct-2015	C1948374	fluticasone furoate	Organic Chemical|Pharmacologic Substance	True
3712	GSK	Study FFR116365, an open-label study of GW685698X in paediatric subjects with perennial allergic rhinitis	fluticasone furoate	FFR116365	Rhinitis, Allergic, Perennial	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=116365	http://clinicaltrials.gov/show/NCT01622231		Y	Y	N	Y	N	Y	Y	A clinical study report and a protocol are not available for this study because English language versions were not created.	1-Oct-2015	C1948374	fluticasone furoate	Organic Chemical|Pharmacologic Substance	True
3713	GSK	A 24 Week Study to Evaluate the Predictive Ability of the COPD Assessment Test (CAT) for Acute Exacerbations (PACE) in Patients with Chronic Obstructive Pulmonary Disease	fluticasone propionate/salmeterol	SAM114169	Pulmonary Disease, Chronic Obstructive		https://www.gsk-studyregister.com/en/trial-details/?id=114169	http://clinicaltrials.gov/show/NCT01254032		N	N	Y	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated and a blank case report form are not available for this study.	1-Oct-2015	C0117996;C0073992	fluticasone propionate;salmeterol	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
3714	GSK	CAT LOC Meta-analysis Study	fluticasone propionate/salmeterol	SAM115264	Pulmonary Disease, Chronic Obstructive		https://www.gsk-studyregister.com/en/trial-details/?id=115264			N	N	N	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan is not available for this study. An annotated and a blank case report form are not available for this study. A clinical study report is not available as only a draft version was located; no final version found in archives. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Oct-2015	C0117996;C0073992	fluticasone propionate;salmeterol	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
