Posting ID	Sponsor	Study Title	Medicine or Vaccine (generic name)	Sponsor Identification Number	Medical Condition	Phase	Link to Sponsor Study Registry	Link to study details on ClinicalTrials.gov (if available)	Link to study details on EudraCT (if available)	Analysis-ready dataset	Annotated case report form	Clinical study report	Dataset specifications	Protocol with any amendments	Raw dataset	Reporting and analysis plan	Additional Information about the data and documents available for this study	Date Added to this Site
3601	GSK	A randomised, placebo-controlled, 4-period, incomplete block, crossover study of 7 days dosing of intranasal GW784568X (100 mg, 200 mg and 400 mg once daily), fluticasone propionate (200 mg once daily) and placebo (blinded for GW784568X vs placebo) to evaluate the efficacy and safety	GW784568	BGS105049	Rhinitis, Allergic, Perennial	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=BGS105049	http://clinicaltrials.gov/show/NCT00404586	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-002925-21	Y	Y	Y	Y	Y	Y	Y	A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3602	GSK	A randomised, double-blind, placebo-controlled, dose escalating, 4-period design study to investigate the effects of 7-day repeat inhaled doses of GW799943X (250, 1000, 3000mcg once daily) on airway responsiveness to adenosine 5’-monophosphate (AMP) challenge when delivered 26 hours after the last dose, in mild asthmatic patients.	GW799943	ODS10005	Asthma	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=ODS10005			Y	Y	N	Y	Y	Y	Y	A clinical study report is not available for this study because only a draft version was located; no final version found in archives. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3603	GSK	A randomised, double-blind, placebo-controlled, 2-way crossover study to determine the efficacy of repeat inhaled doses of GW870086X on FEV1 in mild to moderate asthmatics	GW870086	SIG112851	Asthma	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=112851	http://clinicaltrials.gov/show/NCT00945932	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-008254-23	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3604	GSK	A randomised, double-blind, placebo-controlled, dose ascending,3-way crossover study to assess the pharmacokinetics, safety andtolerability of repeat inhaled doses of nebulised GW870086X inhealthy adult male volunteers.	GW870086	SIG113209	Asthma	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=113209	http://clinicaltrials.gov/show/NCT01160003	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-018106-21	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3605	GSK	A Phase II Randomised, Double-Blind, Placebo-Controlled, Parallel Group, Multicentre Study to determine the efficacy and dose response of repeat inhaled doses of GW870086X on FEV1 in adults with Persistent Asthma	GW870086	SIG114749	Asthma	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=114749	http://clinicaltrials.gov/show/NCT01245426	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2010-022279-77	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3606	GSK	An Open-label, Randomized, Replicate, Four-Period Crossover Study in Healthy Post-Menopausal Women to Assess the Bioequivalence of a Single Unit Dose Tablet of 150 mg Ibandronate to 3 x 50 mg Tablets of Ibandronate	ibandronic acid	743830/002	Osteoporosis	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=743830/002			N	N	N	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated and a blank case report form are not available for this study. A clinical study report is not available for this study because only a draft version was located; no final version found in archives. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3607	GSK	An Open-label, Randomized, Replicate, Four-Period Crossover Study in Healthy Post-Menopausal Women to Assess the Bioequivalence of a Single Unit Dose Tablet of 100mg Ibandronate to 2 x 50 mg Tablets of Ibandronate	ibandronic acid	743830/003	Osteoporosis, Postmenopausal	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=743830/003			N	N	N	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated and a blank case report form are not available for this study. A clinical study report is not available for this study because only a draft version was located; no final version found in archives. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3608	GSK	A multi-center, uncontrolled, open-label, evaluation of Lamotrigine monotherapy in newly diagnosed epilepsy or recurrent epilepsy (currently untreated)	lamotrigine	LAM115376	Epilepsy	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=115376	http://clinicaltrials.gov/show/NCT01431963		N	Y	N	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A clinical study report is not available for this study because an English language version was not created.	1-Aug-2015
3609	GSK	A randomised, double-blind, placebo-controlled parallel group study to examine the safety, tolerability, and pharmacokinetics of repeat inhaled doses of GSK159797 in healthy subjects	milveterol	B2E101682	Pulmonary Disease, Chronic Obstructive	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=101682			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3610	GSK	A Single Dose Study to Evaluate the Dose Proportionality of the Tablet Formulation of Nabumetone Q and the Relative Bioavailability of Nabumetone Q Compared to RELAFEN in Healthy Subjects	nabumetone	14777/268	Osteoarthritis	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=14777/268			N	N	N	Y	N	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A clinical study report and a protocol are not available for this study because only draft versions were located; no final versions found in archives. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3611	GSK	An open-label evaluation of the long-term safety of oral naratriptan 1mg twice daily as short-term prophylactic treatment for menstrually-associated migraine.	naratriptan	S2W40027	Migraine Disorders	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=S2W40027			N	N	Y	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3612	GSK	A Randomised, Double-Blind, Placebo-Controlled, Parallel Group Evaluation of Oral Naratriptan 1mg TwiceDaily as Prophylactic Treatment for Menstrually-Associated Migraine.	naratriptan	S2W40024	Migraine Disorders	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=S2W40024			N	N	Y	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3613	GSK	An Open-Label Extension of a Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Safety of Combined Lovaza® and Simvastatin Therapy in Hypertriglyceridemic Subjects	omega-3-acid ethyl esters	LOV111818	Hypertriglyceridemia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=111818	http://clinicaltrials.gov/show/NCT00903409		Y	N	Y	Y	Y	N	Y	This is an extension study to LOV111858. A raw dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided.	1-Aug-2015
3614	GSK	A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Trial to Assess the Efficacy and Safety of Lovaza for the Prevention of Recurrent, Symptomatic Atrial Fibrillation	omega-3-acid ethyl esters	LOV111820	Fibrillation, Atrial	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=OM8 Afib	http://clinicaltrials.gov/show/NCT00402363		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3615	GSK	An open-label single dose randomized, parallel group study followed by single-blind repeat dosing, to compare the relative bioavailability of GSK2212836	omega-3-acid ethyl esters	LEM113412	Cardiovascular Disease	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=113412	http://clinicaltrials.gov/show/NCT00996268		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3616	GSK	A Randomized, Double-Blind, Placebo-Controlled Study to Assess the Efficacy and Safety of Combined Lovaza® and Simvastatin Therapy in Hypertriglyceridemic Subjects	omega-3-acid ethyl esters	LOV111858	Hypertriglyceridemia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=OM6%20program%20(Reliant)	http://clinicaltrials.gov/show/NCT00246701		Y	Y	Y	Y	Y	Y	Y	Extension study LOV111818 was conducted. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3617	GSK	A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase 4 Study to Assess the Efficacy and Safety of Adjunctive Lovaza® Therapy in Hypertriglyceridemic Subjects Treated with Antara®	omega-3-acid ethyl esters	LOV111859	Hypertriglyceridemia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=OM5%20program%20(Reliant)	http://clinicaltrials.gov/show/NCT00246636		Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3618	GSK	A Pharmacokinetic Interaction Study Evaluating the Effect of Lovaza® on Plasma Pharmacokinetics of Zocor® in Healthy Adult Volunteers Under Fasting Conditions	omega-3-acid ethyl esters	LOV111862	Dyslipidaemias	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111862			Y	N	N	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided. A clinical study report is not available for this study because only a draft version was located; no final version found in archives. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3619	GSK	A Pharmacokinetic Interaction Study Evaluating the Effect of Reliant Pharmaceuticals Inc. (Lovaza®) Omega-3-Acid Ethyl Esters Capsules on the Plasma Pharmacokinetics of Parke Davis (Lipitor®) Atorvastatin Tablets in Healthy Adult Volunteers Under Fasting Conditions	omega-3-acid ethyl esters	LOV111863	Dyslipidaemias	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111863			Y	Y	Y	Y	Y	Y	Y	A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3620	GSK	A Pharmacokinetic Interaction Study Evaluating the Effect of Omega-3-Acid Ethyl Esters Capsules (Omacor®; Reliant Pharmaceuticals Inc.) on the Plasma Pharmacokinetics of Rosuvastatin Tablets (Crestor®; AstraZeneca) in Healthy Adult Volunteers under Fasting Conditions.	omega-3-acid ethyl esters	LOV111864	Dyslipidaemias	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111864			Y	Y	Y	Y	Y	Y	Y	A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3621	GSK	A Phase 1, Open-Label, Crossover Study to Demonstrate the Bioequivalence of RYTHMOL SR® (propafenone hydrochloride) Manufactured at Two Different Sites	propafenone	RYT116371	Arrhythmia, Cardiac	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=116371	http://clinicaltrials.gov/show/NCT01956487		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3622	GSK	An open-label, five-way, partially randomized crossover study to evaluate the regional gastrointestinal absorption of retigabine in healthy volunteers	retigabine, ezogabine	RTG113214	Seizures	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=113214			Y	Y	Y	Y	Y	Y	Y	This study was not originally sponsored by GSK. A link to ClinicalTrials.gov and an NCTID number are not available for this study.	1-Aug-2015
3623	GSK	A single-centre open label study to investigate the effect of repeat doses of SB-649868 on the pharmacokinetics of Simvastatin and Atorvastatin in healthy male volunteers.	SB649868	OXS109652	Sleep Disorders	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=109652	http://clinicaltrials.gov/show/NCT01299597	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-016018-26	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3624	GSK	A single-blinded randomized, placebo-controlled, staggered-parallel, escalating-dose study to investigate the safety, tolerability, pharmacokinetics and pharmacodynamics of oral SB756050 administered for 6 days to Subjects with Type 2 Diabetes Mellitus	SB756050	AXO111829	Diabetes Mellitus, Type 2	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111829	http://clinicaltrials.gov/show/NCT00733577		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3625	GSK	A single-blinded, randomized, placebo-controlled, staggered-parallel, escalating single dose study to investigate the safety, tolerability, pharmacokinetics and pharmacodynamics of orally administered SB756050 in healthy volunteers and in subjects with Type 2 Diabetes Mellitus	SB756050	AXO110461	Diabetes Mellitus, Type 2	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=AXO110461	http://clinicaltrials.gov/show/NCT00607906		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3626	GSK	RIT-I-000/RIT-I-000A: Phase I Study of Radiolabeled Monoclonal Antibody Anti B1 for the Treatment of B Cell Lymphomas & RIT-I-000B: Extended Phase I/II study to determine the safety and efficacy of Coulter Clone® 131Iodine-B1 radioimmunotherapy of advanced non-Hodgkin’s Lymphoma	tositumomab	BEX104728	Lymphoma, Non-Hodgkin	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=104728	http://clinicaltrials.gov/show/NCT01536561		N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study.	1-Aug-2015
3627	GSK	Phase II Study of Iodine 131 Anti B1 Antibody for 1st or 2nd Relapsed Indolent B-Cell Lymphomas or B-Cell Lymphomas That Have Transformed to a More Aggressive Histology	tositumomab	BEX104505	Lymphoma, Non-Hodgkin	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=104505	http://clinicaltrials.gov/show/NCT00950755		N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study.	1-Aug-2015
3628	GSK	Multicenter, Pivotal Phase III Study of Iodine-131 Anti-B1 Antibody (Murine) Radioimmunotherapy for Chemotherapy Refractory Low Grade B Cell Lymphomas and Low Grade Lymphomas that have Transformed to Higher Grade Histologies	tositumomab	BEX104504	Lymphoma, Non-Hodgkin	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=104504	http://clinicaltrials.gov/show/NCT00989664		N	N	Y	Y	Y	Y	Y	A follow-on study BEX104526 was conducted. An analysis-ready dataset is not available for this study. An annotated and a blank case report form are not available for this study.	1-Aug-2015
3629	GSK	Phase II Study of Iodine-131 Anti-B1 Antibody for Non Hodgkin’s Lymphoma Patients who have Previously Received Rituximab	tositumomab	BEX104507	Lymphoma, Non-Hodgkin	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=104507	http://clinicaltrials.gov/show/NCT00996593		Y	Y	Y	Y	Y	Y	Y	A follow-on study BEX104526 was conducted.	1-Aug-2015
